NAME,SHAPE_Leng,SHAPE_Area,Area_calc,lat,lon
ENOGGERA RESERVOIR,0.113929866363,6.183952975e-05,677436.27,-27.446246157944874,152.92004863508288
LAKE WIVENHOE,4.64040483428,0.00998372084612,109522671.0,-27.287505567022073,152.5504857332484
ADVANCETOWN LAKE,1.02266449285,0.00135611567063,14771950.9,-28.07630935420829,153.28036052532224
BOONDOOMA LAKE,1.07786647967,0.00130734761975,14484819.3,-26.132760184629337,151.4232128470303
LAKE BARAMBAH,0.729631294075,0.00117410814512,12985363.5,-26.345030731360843,152.00790787692972
Gordonbrook Dam,0.18377243645,0.00017787140625,1965569.49,-26.443859999830735,151.74859490983334
GUNNIBLE LAGOON,0.0267573927476,1.7098122625e-05,181184.785,-30.924038298627714,150.2306248627904
TORRUMBARRY WEIR,0.104337174116,5.2944662375e-05,530027.73,-35.947789334100406,144.47786156756476
QUIPOLLY DAM,0.0829833463461,0.00010493534875,1106342.61,-31.414699499686126,150.71017023517504
LAKE ROWLANDS,0.105903411218,7.4076168375e-05,761955.287,-33.672893934589,149.18481299072687
MILLBROOK RESERVOIR,0.123643978178,0.00016837862,1708830.07,-34.825336432228475,138.81624469451447
OLD LEAD RESERVOIR,0.00700820117772,2.58897175e-06,25633.8358,-36.82064284477874,143.73507816870165
MOREDUM RESERVOIRS,0.0012205673763,9.6324625e-08,1029.66105,-30.05912056460465,151.4105818519931
MOREDUM RESERVOIRS,0.00241955040718,3.1950875e-07,3415.40242,-30.05855183876574,151.40778512466923
GORORA SWAMP,0.031056005518,4.3386630625e-05,458345.317,-31.222501471790814,150.12238894010764
LAKE YANDO,0.0340380235034,7.6860222625e-05,768546.186,-36.04171475594172,143.78407482093473
WHITE HILLS TANK,0.00297909085603,5.37586875e-07,5577.08295,-32.91392919579049,144.44533796095075
GOLD CREEK RESERVOIR,0.0480843999086,2.0616333125e-05,225821.35,-27.458893111460444,152.8777237684041
BUCKINBAH WEIR,0.203416311285,0.000160116510001,1744588.94,-28.047130449888204,148.74774598629924
1400 DAM,0.0227466319106,1.7681787e-05,194972.522,-26.695968650080307,147.50073304297837
TURTLE WATERHOLE,0.507692488997,0.000328929905875,3515289.32,-30.082204997051345,145.41263226557393
GALLYMONT DAM,0.00533303847774,1.2457205e-06,12805.4832,-33.728447462090884,149.10678293906284
MOREDUM RESERVOIRS,0.00180745976486,2.0603525e-07,2202.41447,-30.058972705864633,151.40760701734877
NUMBER TWELVE TANK,0.00189548240532,2.04084125e-07,2157.36164,-31.160963449291046,146.03101321383798
NUGGETY GULLY RESERVOIR,0.00982048811281,5.842090375e-06,57711.9673,-36.997295326312724,143.72883897585237
HUNGERFORD DAM,0.040078962212,4.714554875e-06,50428.4568,-29.994419115005037,145.84252310425066
MURRECHI WATERHOLE,0.0813331274075,1.371292925e-05,148011.21,-29.06027100140352,145.41176911534745
GOAT PADDOCK DAM,0.0248044989007,1.2547718375e-05,138363.971,-26.692963531580308,147.4802049092549
BOGOLONG DAM,0.0167625335699,9.6349375e-06,98898.3983,-33.85602158283764,148.1107789432206
GROVES WEIR,0.0887853790459,2.4742338625e-05,245611.263,-36.6187792175937,144.87059548307238
TIN HUT DAM,0.0572405213361,5.585699e-05,583498.155,-32.282206815801175,146.21740506330272
KOORINGAL SEWAGE TREATMENT WORKS,0.018499116574,1.594127725e-05,161152.009,-35.151514025099495,147.38891329697486
LIGNUM TANK,0.00556364303282,5.7080625e-07,6028.77487,-31.24389586735617,146.2633122252246
CROPPERS LAGOON,0.0657276323934,5.440344175e-05,544156.802,-36.01783207483542,146.3376410813852
BEARDY WATERS,0.0735447526747,3.7181728875e-05,398721.233,-29.73530988706401,151.77971055405004
BAROOTA RESERVOIR,0.0457059855181,5.6014635e-05,581089.242,-32.917347107875145,138.06479981600316
MOREDUM RESERVOIRS,0.00290700686669,2.6138125e-07,2794.04029,-30.058683128924628,151.40718834665887
SWANBANK LAGOON,0.0013578681373,9.3864e-08,1026.30781,-27.659021962364438,152.81623073075832
LITTLE PARA RESERVOIR,0.137477631175,0.00015405915,1564984.3,-34.74598349253515,138.72795485930357
WALPEUP STORAGE CHANNEL,0.00473201740703,1.52457375e-06,15415.0172,-35.13577065943718,142.0283276517188
KANGAROO CREEK RESERVOIR,0.114846845237,0.0001087986,1103664.48,-34.86360714169576,138.78579920326783
CHINAMANS DAM,0.00772877403776,1.538352125e-06,15701.8736,-34.341298921560096,148.31594235618564
CONNOLLY DAM,0.0685511653085,4.789732525e-05,520379.667,-28.360556405489888,152.00222652006852
LAKE PINDARI,0.68347344826,0.00078831758525,8482350.39,-29.385048987513045,151.2705888611835
GIDGEE DAM,0.0424590745931,6.982075925e-05,746743.88,-30.00289483936522,145.8057279133121
CHINAMANS TANK,0.00871347829267,4.48919175e-06,47478.7786,-31.11247892783351,145.83154256935376
COOBY CREEK RESERVOIR,0.129478762661,0.000249081135375,2730161.19,-27.38254435532644,151.9444276790434
MATANGRY LAGOON,0.0166521218276,5.668047375e-06,57683.3767,-34.59161024168808,146.06972657955663
ORANGE TREE LAGOON,0.145289654921,5.0861687625e-05,542813.951,-30.220700397499346,145.70625378682067
MOREDUM RESERVOIRS,0.00122694629279,9.6792625e-08,1034.67589,-30.057942522647416,151.40775265087473
THOULCANNA DAM,0.0141703435444,3.717402125e-06,40136.1471,-29.028315521464183,144.36953149262393
CLAYTONS TANK,0.00348634225052,8.45960875e-07,8972.64529,-30.834703981562278,145.72074743153038
COLLYTOOTELA LAGOON,0.113839810081,4.7364426125e-05,507845.403,-29.749562469530673,148.97261715386642
LAKE SAMSONVALE,1.54915053006,0.001932677992,21206404.4,-27.262502387179087,152.8945089392875
BUNDALEER RESERVOIR,0.0402069711915,7.309845e-05,753719.643,-33.45999011435488,138.53939927875803
LAKE WOORABINDA,0.0171342393459,1.2776564625e-05,131713.56,-33.47737833705466,145.5323949981118
MUNGABARINA LAGOON,0.0291393378808,9.096628125e-06,90918.2179,-36.07816412477823,146.97545297049484
LAKE DYER,0.0587403007625,9.0161857875e-05,986085.797,-27.62986629316202,152.37360965173139
MOREDUM RESERVOIRS,0.00156832917424,1.68005125e-07,1795.88262,-30.05949965684714,151.41011010941023
STORM KING DAM,0.115270358951,8.005698275e-05,866856.706,-28.722420006587512,151.99072750041816
BORDER DAM,0.0179790969298,1.8261445875e-05,197191.715,-29.01431176965818,144.88445251229533
LAKE COPETON,1.06357908004,0.00432678080662,46316424.3,-29.916065249302854,150.978289010525
MANU MANU DAM,0.0186607893691,2.980621375e-06,32769.2871,-27.038136218952744,144.23621688513188
BOOYA DAM,0.0171209143494,8.564695e-06,93260.4083,-28.115613297535017,143.77824663404442
LAKE KERFERD,0.0235756211411,2.15644855e-05,214748.853,-36.367602223108904,146.7406768016825
LAKE CRESSBROOK,0.352825781453,0.000441670676,4846321.7,-27.260901958681764,152.1900692354846
COOKS LAGOON,0.0560161005532,1.7333493375e-05,173255.381,-36.07264063208879,146.84000435643304
BAROSSA RESERVOIR,0.0614884038028,6.005795e-05,610767.441,-34.65229566329133,138.84828298193665
GIRDLERS TANK,0.00577956042395,9.9258875e-07,10201.1787,-33.747455256337595,147.30916034424095
MOREDUM RESERVOIRS,0.00263601199491,3.95011875e-07,4222.4931,-30.058621769604983,151.41019183599172
LAKE SAMSONVALE,0.00299129475212,2.5298325e-07,2776.60927,-27.23229514775121,152.88047897025785
LAKE INVERELL,0.0886955124424,3.500974275e-05,375216.554,-29.793394780638135,151.14438764649321
CROOKED LAGOON,0.0144959653873,3.307060125e-06,35626.8895,-29.260167705057757,150.4575644139087
SKINNERS FLAT RESERVOIR,0.0308183620962,2.2518283125e-05,224250.148,-36.366604237328254,143.58176040719906
HAY WEIR,0.043119222896,1.7404668875e-05,177271.065,-34.522366295625844,144.71333590537043
STEPHENS CREEK RESERVOIR,0.184540589408,0.000749714863125,7866169.01,-31.873318372358245,141.5782045335086
LAKE KURWONGBAH,0.314414054891,0.00030035305325,3296341.39,-27.238274655924265,152.9568861833685
GLENLYON LAKE,0.522296762617,0.00120522529987,13023247.2,-28.941916807626026,151.45393234675103
LAKE CLARENDON,0.0938610449238,0.0002953328075,3233622.93,-27.504529113293135,152.3489949704185
LITTLE NERANG DAM,0.11178763736,4.6552941625e-05,506735.407,-28.153736108656105,153.28377559352228
YARRIAMBIACK CREEK,0.0158072944939,2.960975625e-06,29596.0588,-36.07293897658357,142.40827714408178
MUKUDJEROO WATERHOLE,0.0269737506594,3.67966875e-06,39635.5059,-29.27461784659373,145.08714302465742
MOREDUM RESERVOIRS,0.00101360717218,7.0648375e-08,755.211574,-30.05692141350562,151.41428485010212
ST ARNAUD WATER SUPPLY,0.0134260454367,1.3591835125e-05,135052.553,-36.543347339965095,143.08662403059077
MOREDUM RESERVOIRS,0.00229491622943,3.67694375e-07,3930.53832,-30.057259087032133,151.4079689300254
LAKE SOMERSET,2.19574092135,0.00374166611462,41140027.1,-27.0279711209187,152.58132060512008
CADIANGULLONG DAM,0.0497058739145,3.2248892375e-05,332638.043,-33.42840110342287,148.98899825695244
LAKE MAROON,0.166097505386,0.000280603394125,3053384.24,-28.190359589078273,152.64518786446826
SUMMIT RESERVOIR,0.0151620496057,1.04579e-05,105892.96,-35.015803534138485,138.8648326931156
YARRIAMBIACK CREEK,0.0148544729125,4.84523775e-06,48427.6408,-36.07680237825991,142.4037333684083
HUNGERFORD DAM,0.0809131018164,0.000254148672875,2718601.8,-29.988307740715108,145.83875481905218
HAPPY VALLEY RESERVOIR,0.0941882102563,0.0001732001,1752574.91,-35.072233869389585,138.57218359188298
UMBERUMBERKA RESERVOIR,0.227409769217,0.000134851465375,1415537.15,-31.830344763341618,141.21611980707064
LAKE MANCHESTER,0.310841773341,0.00025507554175,2793432.37,-27.480713269329677,152.76347153853234
JACK TAYLOR WEIR,0.331050244451,0.000207765959376,2264550.5,-28.00889880424422,148.61854862751588
RED DAM,0.0125019065383,3.51984925e-06,38772.3275,-26.81598973062347,147.06564124445086
LAKE HUME,0.00145136639967,1.531425e-07,1532.69513,-35.96932999391702,147.03693783675337
LAKE ATKINSON,0.161629193081,0.000512853838875,5619105.04,-27.42774294929696,152.44469217139806
LAKE WYANGALA,1.42490880945,0.003718772086,38125208.3,-33.961501205168034,149.00194140844184
BROMELTON OFFSTREAM STORAGE,0.0397697046932,9.4191883e-05,1027231.14,-27.94715571108467,152.9541039326909
TOBYS TANK,0.0220565718052,4.461080375e-06,47636.3549,-30.146904891072726,145.8917139218475
MOREDUM RESERVOIRS,0.00138456913085,1.29349375e-07,1382.67366,-30.05950728972308,151.40966786083396
SHEEP DIP LAGOON,0.0188292542579,5.384954625e-06,53858.8617,-36.02199214365384,146.74302326578643
TAREELAROI WEIR,0.0607389562844,3.6278071375e-05,390108.185,-29.450546168852696,150.04135614354715
CARCOAR LAKE,0.0015614540579,1.85237e-07,1906.72922,-33.61021368116184,149.18208666673422
DAYDREAM TANK,0.0133121447215,7.769377125e-06,81573.7526,-31.808960963471144,141.36635642185158
RED HEART DAM,0.0077615885365,1.478052875e-06,15372.9923,-32.682252335286734,147.26159268328797
MOREDUM RESERVOIRS,0.00323995254286,4.98775e-07,5331.64803,-30.05921373445477,151.40866385337026
SOUTH PARA RESERVOIR,0.298910691794,0.000379871332501,3861093.4,-34.697242086432375,138.86482105584275
MOREDUM RESERVOIRS,0.00145471822633,1.38607625e-07,1481.64504,-30.059116750198623,151.41008855470554
MOREDUM RESERVOIRS,0.0020857293445,2.80062375e-07,2993.75709,-30.058008658989056,151.41033998819472
GOLDFIELDS RESERVOIR,0.00634734290165,2.05786125e-06,20424.3636,-36.63252830236236,143.24248739597394
LOWER LILA DAM,0.225712452072,9.65929585e-05,1036608.12,-29.657542363406176,145.62470693779528
HOPE VALLEY RESERVOIR,0.0458484406624,5.674525e-05,575706.713,-34.852516857126076,138.68454933386786
BALDWINS DAM,0.0139596238497,2.117505625e-06,21598.7528,-34.3980447586197,147.69779720691372
MOREDUM RESERVOIRS,0.00233927395673,3.29225e-07,3519.26367,-30.05867530000999,151.40881164099218
CRAIGS CHANNEL,0.0451653412914,1.2913734625e-05,129059.161,-36.0843751706778,142.40619453328557
IMPERIAL LAKE,0.00298299904386,6.71818e-07,7043.77813,-31.940974948791865,141.49680806910212
SWANBANK LAGOON,0.0294727577515,2.018443575e-05,220700.392,-27.656978839759134,152.81437545788344
MOREDUM RESERVOIRS,0.00334969754143,5.60564e-07,5992.11928,-30.059534519648942,151.40836155115645
TONYS DAM,0.014180231114,6.303712125e-06,65510.8434,-32.75585371750728,146.48315927755556
BRADYS TANK,0.0031341720259,7.42642125e-07,7695.31127,-33.01999605543288,145.07639366685913
MOREDUM RESERVOIRS,0.00306027240455,4.7787525e-07,5108.29316,-30.05812491823729,151.4090625568853
MANNUS LAKE,0.0960236309525,8.087727775e-05,811025.457,-35.81197226814559,147.9756615759999
LAKE CATANI,0.0270384722941,1.476257525e-05,146329.789,-36.73361734794837,146.80992019089953
DEEP LAGOON,0.0394134870859,2.126872025e-05,212898.498,-35.95614891202358,146.5070387772342
LAKE TULLIMBA,0.0403180970498,3.1516041875e-05,335468.68,-30.482746813095037,151.19890215318685
WIRRINA RESERVOIR,0.01825820575,1.24697e-05,125512.666,-35.50815623182596,138.24323993310455
MOUNT BOLD RESERVOIR,0.265144170972,0.00028527075,2885114.91,-35.114660328084824,138.7057992508146
MOUNT ZERO RESERVOIR,0.00970092149517,6.557682125e-06,64872.0122,-36.88854134550984,142.34382403890478
MOREDUM RESERVOIRS,0.00207598243775,2.7824325e-07,2974.32165,-30.057665516888257,151.41093055251744
MOOLABAH WEIR,0.1101534703,6.9006326875e-05,752323.65,-27.981465312378603,148.71699221008834
LAKE WHITTON,0.0395209852706,3.5772204375e-05,356605.382,-36.28525841045328,142.41426686440417
THORNDON PARK RESERVOIR,0.0130742727245,9.93065e-06,100724.242,-34.874670610567605,138.6871048621859
PEKINA DAM,0.0204367828861,1.6133805e-05,167689.361,-32.745068204692046,138.59659967488963
CARCOAR LAKE,0.302725176995,0.0003649961035,3757614.7,-33.59752130785957,149.20754355952073
OLD QUIPOLLY DAM,0.00867601503103,3.593238875e-06,37884.2776,-31.413578018500264,150.73686897907186
LAKE COPETON,0.00115202395038,8.1792125e-08,875.810143,-29.886026831653012,150.97470308103547
MOREDUM RESERVOIRS,0.00132431471672,1.1973625e-07,1279.91939,-30.05913348241637,151.4096372254079
MOREDUM RESERVOIRS,0.00284451914139,3.3936425e-07,3627.67979,-30.057759844828364,151.40820952838058
LAKE WHITTON,0.0221280810445,3.3154176875e-05,330508.755,-36.284962502787,142.41977384570293
BAYLEY PARK DAM,0.00856354304318,3.470818e-06,36866.8802,-30.691332332945425,150.2416449024848
THE GARDENS WATER STORAGE,0.0343111117277,6.05077235e-05,645589.001,-30.247218326962567,149.3509733205879
BARDEN LAGOON,0.0241969972489,7.803137875e-06,84473.7871,-28.74587002536725,150.69373177034788
WALKERS LAKE,0.0226702797603,3.4574129125e-05,343555.449,-36.539583507668375,142.92654512696782
BAMBILL SOUTH STORAGE TANK,0.00689668177814,3.295526625e-06,33585.0138,-34.473734069398475,141.5063748047677
LAKE KAJARABIE,2.45714881421,0.00229784202725,25087484.3,-27.823386991266347,148.65509499424732
ETTAMOGAH FOREST DAM,0.0387748881943,5.648384925e-05,565137.913,-35.99337700087185,147.01970587366833
LAKE CLARENDON,0.00495404287333,8.72971875e-07,9558.70398,-27.499000979408716,152.3543623223994
MOREDUM RESERVOIRS,0.00227804897848,2.97985875e-07,3185.34976,-30.058087749815964,151.41102496227464
LAKE ENDEAVOUR,0.0483890548514,4.882524275e-05,505451.503,-33.105008672589435,148.41698488873362
BEALIBA RESERVOIR,0.00827814455766,2.988600375e-06,29596.5417,-36.80489464423038,143.57370061443214
MOREDUM RESERVOIRS,0.00294094934842,5.2000525e-07,5558.61681,-30.0585861647122,151.4111883600837
BUNDAMBA (DALYS) LAGOON,0.038300157425,3.361238025e-05,367265.641,-27.73539762131849,152.83743408358927
TALLEBUDGERA CREEK DAM,0.0258617550923,8.28112125e-06,90119.9472,-28.179474440669605,153.35826787108275
CHAFFEY RESERVOIR DAM,0.203760834092,0.000541869925875,5716411.69,-31.3572116277885,151.1272296796085
LAKE WIVENHOE,0.00119963433666,1.02770625e-07,1127.04767,-27.323695877134956,152.64180779327037
CHINCHILLA WEIR,0.294831736993,0.000136886700125,1508044.61,-26.801403357274953,150.59375839484557
MOREDUM RESERVOIRS,0.00361209211928,5.2194425e-07,5579.28777,-30.059727593519263,151.4077767663105
BEETALOO RESERVOIR,0.0421359929034,3.165905e-05,327458.93,-33.18244991239996,138.213917149309
WARREN RESERVOIR,0.0824263541008,7.38172e-05,750219.855,-34.70550366716471,138.9260930772413
LAKE SAMBELL,0.0209867343942,1.412368275e-05,140663.145,-36.36018009994834,146.6955396956342
MOREDUM RESERVOIRS,0.00258601444566,3.42048875e-07,3656.36898,-30.05799283104674,151.4084613924978
MYPONGA RESERVOIR,0.187269597918,0.0002802314,2824432.46,-35.398139681351395,138.43804419758993
MOREDUM RESERVOIRS,0.00238064034079,2.623345e-07,2804.2279,-30.05884893560125,151.4093518046756
LAKE WETHERELL,0.746957611993,0.00292014521413,30500879.9,-32.29372480571053,142.58205223085997
IMPERIAL LAKE,0.0256726610903,1.2845894875e-05,134681.953,-31.942910473788924,141.4968984088524
LAKE MOOGERAH,0.28862959393,0.0007919516635,8628948.54,-28.04647009422524,152.5402253265695
NEW DAM,0.0436673279312,0.0001269541455,1356779.89,-30.08108888602987,145.83350443419835
SPLIT ROCK DAM,1.09503756349,0.00227823832313,24239983.6,-30.525485782764527,150.69348468491904
Splityard Creek Dam,0.096643230193,9.5610394e-05,1048124.79,-27.36699630605633,152.64265998116508
LAKE COOLMUNDA,0.373282803774,0.001373466419,14910745.6,-28.44222993713943,151.23352288330187
MOREDUM RESERVOIRS,0.00204105076479,2.76119375e-07,2951.60485,-30.058112386628146,151.40983285562632
TOMBULLEN STORAGE,0.0749096036395,0.000316552461625,3219390.43,-34.64783095714866,146.15184138159518
ST ARNAUD RESERVOIR,0.0176781627283,1.6763236375e-05,166472.977,-36.586984620499514,143.2096850494964
COPPERMANA DAM,0.0559790915754,1.856710375e-05,198558.026,-30.015744468196143,144.19344368592078
OLD DAM,0.0352233956949,9.765298975e-05,1043742.36,-30.07057296470008,145.80523457737522
LAKE PERSEVERANCE,0.246018381068,0.000199165828,2184647.38,-27.299358506745968,152.12348477110987
WEST BARWON RESERVOIR,0.244166408002,0.000176127123375,1704409.1,-38.54689340610333,143.71610327120155
WURDIBOLUC RESERVOIR,0.100301828006,0.000568090765125,5517113.26,-38.285312719941196,144.03994594849107
WEST GELLIBRAND DAM,0.0591347087602,2.3732167e-05,229483.175,-38.603083902269844,143.65220832934452
ORANGE CREEK WEIR,0.0787963757434,2.607556525e-05,291125.081,-25.199897115361654,150.19836095755932
DEVILBEND RESERVOIR,0.139293506045,0.000239801036374,2328737.88,-38.28948791127116,145.10462439403017
SOUTH YALUP LOWER DAM,0.0192673368278,1.62917225e-05,169024.612,-32.90878700197605,115.9148806467626
LAKE MOYANUP,0.0458820875871,4.2732045e-05,443592.572,-32.857273951910976,115.95289527610848
HARVEY DAM,0.336284073037,0.0004352950125,4507544.61,-33.08000764950713,115.95595474855806
MARY ANN DAM,0.0340435300232,1.1879363375e-05,137950.19,-19.6106294404693,134.21180663705888
SCABBY GULLY DAM,0.025574111197,2.4406542125e-05,249296.717,-34.27934429052103,116.04563993991076
BISHOP DAM,0.0399387914157,3.2918260625e-05,382637.902,-19.449989130783884,134.11874490922264
HELENA RIVER RESERVOIR,0.452441240945,0.000669908096125,7020283.85,-31.987218889858596,116.21356591630651
THIRTY FOUR MILE BROOK,0.0114097014676,5.6072875e-06,58251.2157,-32.790107936334046,116.36621124883344
LILLY DAM,0.0195715750029,8.612898375e-06,100799.877,-18.279224666158854,128.87393597824868
SHANNON DAM,0.0127206430174,5.6400675e-06,57407.1273,-34.579055611725046,116.41204949429326
QUICKUP DAM,0.0414999435959,5.1329525375e-05,520473.695,-34.898760253618356,117.38509817828202
SOUTH YALUP UPPER DAM,0.022661590666,2.6110765e-05,270895.108,-32.909071322177596,115.92260974271242
SERPENTINE PIPEHEAD DAM,0.116498461172,6.1537984125e-05,642109.317,-32.38759190857212,116.07461627935021
MAMINE SWAMP DAM,0.0196725553985,1.96474e-05,202879.801,-33.331282331546866,116.77509397275635
KATANNING RESERVOIR,0.00994213908785,6.1729e-06,63487.9671,-33.68267451538175,117.58556841214559
LAKE BROCKMAN,0.0819699054413,0.00015744049,1631814.03,-32.99773835937642,115.97434901228895
COWAN DAM,0.0390837676618,4.302396525e-05,441557.301,-33.868732829363275,116.036743548644
LAKE NAVARINO,0.106026742469,0.000149656209125,1553718.15,-32.84749357131308,115.99507055891745
LAKE KABBAMUP,0.0951225450784,9.2342460125e-05,958326.495,-32.88194828507392,116.03069856758084
LAKE CONDAH,0.10120571539,0.00016288123875,1586618.07,-38.06224918602935,141.83272175319567
GLEN MERVYN DAM,0.0483761701836,3.833177075e-05,395069.077,-33.498171468429035,116.1003287011949
Nardellos Lagoon,0.0290588222772,4.642479e-05,546764.916,-17.118073823960078,145.418525603282
POONA DAM,0.0178219747361,1.2985914125e-05,143315.214,-26.59582908520418,152.9101488979809
CEDAR POCKET DAM,0.0497305211301,1.7648627125e-05,195403.725,-26.215089195419363,152.7937369279075
KARRI LAKE,0.0257323125165,1.7314334e-05,176532.989,-34.434711292640536,116.25762581345084
MOOCHALABRA DAM,0.0424709898579,2.40205305e-05,285030.419,-15.617404448957656,128.10612634050221
VICTORIA RESERVOIR,0.0657169642257,6.7743258375e-05,709471.122,-32.04539454483597,116.07341574082814
WUNGONG RESERVOIR,0.175979440196,0.000276119579875,2886480.18,-32.21624482943158,116.07678193717643
LAKE ARGYLE,7.38292136401,0.0849480343146,1004587240.0,-16.314509273884656,128.7628973360581
GAP DAM,0.0570844363102,5.7928335e-05,683756.251,-16.691158013102832,128.38448283787187
NORTH DANDALUP DAM,0.162459153956,0.000310317903,3233461.29,-32.515591128738855,116.02839403148062
SEVENTEEN MILE DAM,0.323301068297,0.00041335211025,4843512.98,-18.06103509446598,124.34311834415044
LAKE BANKSIADALE,0.539852360056,0.000838903410376,8726812.77,-32.66645906075101,116.08602357055032
CANNING RESERVOIR,0.310781471534,0.000484679155376,5069236.32,-32.169941842910205,116.14321763896957
SERPENTINE DAM,0.666429664533,0.00116392419425,12140352.3,-32.421355736788094,116.13626726432476
MUNGALUP DAM,0.0205373050174,1.647596425e-05,169991.493,-33.40413167223307,116.09569504468998
LAKE GRAHAM,0.0159320528775,1.5809205e-05,185191.208,-18.11469881063177,125.82391651989255
MILLSTREAM DAM,0.0117752446233,5.37936275e-06,55183.0926,-33.90906006133628,115.94987406584092
CHURCHMAN BROOK DAM,0.0305573392777,2.5293517e-05,264590.956,-32.15325723815287,116.08186910049346
SCOTTS DAM,0.0284159667472,3.11824625e-05,364812.829,-18.340802599562117,127.33284875646936
