,ID,Depth,Surface Area,number of images
1,419041,326,33991250,26
2,419041,325,31053125,29
3,419041,324,29486250,9
4,419041,323,26142500,12
5,419041,322,23618125,50
6,419041,321,21042500,66
7,419041,328,39544375,24
8,419041,320,19732500,23
9,419041,319,17062500,47
10,419041,318,15645625,40
11,419041,317,13623750,42
12,419041,316,12085000,56
13,419041,315,10051875,36
14,419041,314,8350000,36
15,419041,313,7420625,20
16,419041,312,5965625,7
17,419041,311,5414375,6
18,419041,310,4303750,18
19,419041,309,3801250,13
20,419041,308,3381875,2
21,419041,307,2440000,4
22,419041,329,41516875,43
23,419041,306,1598125,14
24,419041,305,1161875,12
0,412010,378,38725625,48
1,412010,377,37853125,61
2,412010,376,37037500,61
3,412010,375,35927500,55
4,412010,379,0,0
5,412010,374,34666250,22
6,412010,373,33849375,32
7,412010,372,32960625,18
8,412010,371,32351250,24
9,412010,370,31023125,20
10,412010,369,30396250,16
11,412010,368,29762500,25
12,412010,367,29013750,26
13,412010,366,28367500,24
14,412010,365,27270000,23
15,412010,364,26130000,29
16,412010,363,25690000,45
17,412010,362,24846250,25
18,412010,361,24076250,27
19,412010,360,23265625,20
20,412010,359,22550625,38
21,412010,358,21485000,20
22,412010,357,20904375,13
23,412010,356,20307500,15
24,412010,355,19244375,10
25,412010,354,18263125,8
26,412010,353,18278750,7
27,412010,352,16676875,14
28,412010,351,16569375,16
29,412010,350,15250625,10
30,412010,349,14615000,35
31,412010,348,14017500,21
32,412010,347,13184375,29
33,412010,346,12476875,35
34,412010,345,11636875,59
35,412010,344,10958125,36
36,412010,343,10133125,39
37,412010,342,9440625,44
38,412010,341,8652500,23
39,412010,340,8301875,36
40,412010,339,7216875,31
41,412010,338,6489375,12
42,412010,337,6041250,10
43,412010,336,5337500,7
44,412010,335,5206250,10
45,412010,334,0,3
0,210102,155,1868125,982
1,210102,156,0,1
2,210102,154,1708750,194
3,210102,153,1541875,42
4,210102,152,1454375,9
5,210102,157,0,0
6,210102,151,1302500,8
7,210102,150,0,1
8,210102,149,0,0
0,LAKE_BELLFIELD,266,3050000,3
1,LAKE_BELLFIELD,265,3049375,4
2,LAKE_BELLFIELD,264,2870625,9
3,LAKE_BELLFIELD,263,0,0
4,LAKE_BELLFIELD,262,2530625,5
5,LAKE_BELLFIELD,261,2428750,22
6,LAKE_BELLFIELD,260,2303750,13
7,LAKE_BELLFIELD,259,2055000,8
8,LAKE_BELLFIELD,258,1969375,18
9,LAKE_BELLFIELD,257,1830000,10
10,LAKE_BELLFIELD,256,1687500,17
11,LAKE_BELLFIELD,255,1586875,25
12,LAKE_BELLFIELD,254,1491875,33
13,LAKE_BELLFIELD,253,1342500,16
14,LAKE_BELLFIELD,252,1251875,44
15,LAKE_BELLFIELD,251,946875,5
16,LAKE_BELLFIELD,267,3241250,9
17,LAKE_BELLFIELD,268,3353125,11
18,LAKE_BELLFIELD,269,3518750,10
19,LAKE_BELLFIELD,271,3833125,20
20,LAKE_BELLFIELD,272,3981875,37
21,LAKE_BELLFIELD,273,4113750,40
22,LAKE_BELLFIELD,274,4210000,78
23,LAKE_BELLFIELD,275,4306250,28
24,LAKE_BELLFIELD,270,3681875,40
0,657.1,226,1463125,94
1,657.1,225,1332500,87
2,657.1,224,1222500,76
3,657.1,227,1515000,106
4,657.1,223,1171875,70
5,657.1,222,1087500,35
6,657.1,221,739375,24
7,657.1,220,593750,14
8,657.1,219,0,2
9,657.1,231,1195000,26
10,657.1,233,1948125,32
11,657.1,234,2072500,27
12,657.1,235,1856250,10
13,657.1,236,1674375,18
14,657.1,238,645000,18
15,657.1,239,1196875,19
16,657.1,240,100625,27
17,657.1,241,930625,20
18,657.1,237,1938750,18
19,657.1,232,1443750,25
20,657.1,230,1707500,31
21,657.1,229,1608125,33
22,657.1,228,1576250,52
23,657.1,242,0,7
24,657.1,243,0,0
25,657.1,244,0,0
0,125008A,45,515625,342
1,125008A,46,509375,83
2,125008A,47,549375,128
3,125008A,48,0,0
4,125008A,49,0,0
5,125008A,44,290000,10
6,125008A,51,0,0
0,401571,583,26875,48
1,401571,584,27500,125
2,401571,585,28750,282
3,401571,586,30000,126
4,401571,582,27500,26
5,401571,580,0,3
6,401571,581,27500,17
7,401571,579,6875,1
8,401571,587,33125,7
9,401571,588,0,0
0,421148,544,14722500,11
1,421148,545,14310000,11
2,421148,546,14053125,18
3,421148,547,16072500,14
4,421148,548,16689375,9
5,421148,549,17916875,17
6,421148,550,18402500,45
7,421148,543,13789375,51
8,421148,542,13501875,65
9,421148,541,12890625,150
10,421148,540,12148750,129
11,421148,539,11857500,125
12,421148,538,11245625,111
13,421148,537,10726875,39
14,421148,536,10345625,78
15,421148,535,9705625,23
16,421148,534,9200625,40
17,421148,533,8600625,50
18,421148,532,8076875,99
19,421148,531,7695000,51
20,421148,530,7146250,25
21,421148,529,7140625,11
0,295.1,522,39375,416
1,295.1,524,60625,70
2,295.1,525,71875,45
3,295.1,523,48750,151
4,295.1,521,33125,100
5,295.1,526,80000,28
6,295.1,529,6250,11
7,295.1,527,97500,26
8,295.1,528,76250,22
9,295.1,530,62500,3
10,295.1,519,0,0
11,295.1,520,0,0
0,sp-o10926,531,620625,143
1,sp-o10926,530,568125,98
2,sp-o10926,529,506875,119
3,sp-o10926,532,638750,8
4,sp-o10926,528,446875,60
5,sp-o10926,527,346875,70
6,sp-o10926,526,275625,41
7,sp-o10926,525,107500,11
8,sp-o10926,524,69375,1
0,sp-o10814,125,45821875,8
1,sp-o10814,124,45068125,507
2,sp-o10814,123,37087500,12
3,sp-o10814,122,15625,5
4,sp-o10814,121,36875,9
5,sp-o10814,120,7500,2
6,sp-o10814,119,2500,4
0,410542,1149,1177500,39
1,410542,1150,1175000,37
2,410542,1151,1172500,32
3,410542,1148,1169375,53
4,410542,1147,1118125,50
5,410542,1146,1095625,52
6,410542,1145,1090625,46
7,410542,1144,1063750,51
8,410542,1142,1019375,70
9,410542,1141,1008125,39
10,410542,1143,1033750,46
11,410542,1140,981875,40
12,410542,1139,930625,37
13,410542,1138,919375,36
14,410542,1137,888750,29
15,410542,1136,815000,33
16,410542,1135,819375,27
17,410542,1133,751250,30
18,410542,1153,1235000,12
19,410542,1154,1218750,6
20,410542,1155,841250,2
21,410542,1152,1168750,18
22,410542,1134,780625,28
23,410542,1132,773125,28
24,410542,1131,738125,27
25,410542,1129,661250,40
26,410542,1126,588125,30
27,410542,1128,658125,33
28,410542,1130,678750,25
29,410542,1127,592500,38
30,410542,1124,508750,28
31,410542,1125,546875,21
32,410542,1121,428750,15
33,410542,1122,483125,19
34,410542,1123,412500,19
35,410542,1120,415625,8
36,410542,1115,340000,7
37,410542,1117,315000,9
38,410542,1119,428125,11
39,410542,1116,1250,4
40,410542,1112,185000,3
41,410542,1118,430625,16
42,410542,1114,35000,6
43,410542,1113,213125,2
44,410542,1111,132500,2
45,410542,1110,0,1
46,410542,1109,0,2
47,410542,1106,135000,2
48,410542,1108,0,3
49,410542,1107,0,0
50,410542,1105,0,0
51,410542,1156,0,0
52,410542,1100,0,2
53,410542,1103,0,1
54,410542,1102,0,0
55,410542,1101,0,3
56,410542,1098,0,0
57,410542,1099,0,0
58,410542,1104,0,1
0,139.2,1032,153679375,1
1,139.2,1031,150975000,6
2,139.2,1030,150640625,12
3,139.2,1029,148646875,31
4,139.2,1028,136754375,14
5,139.2,1027,143986875,96
6,139.2,1026,141756250,175
7,139.2,1025,139176875,172
8,139.2,1024,136667500,212
9,139.2,1023,133772500,234
10,139.2,1022,129656250,95
11,139.2,1021,125812500,32
0,138112A,135,3441250,420
1,138112A,134,3361250,449
2,138112A,133,3171250,120
3,138112A,136,0,0
4,138112A,132,2971250,46
5,138112A,131,2838125,40
6,138112A,130,2576875,10
7,138112A,129,2466250,31
8,138112A,128,2160625,51
9,138112A,127,1947500,23
10,138112A,126,1855000,5
11,138112A,125,1601250,4
12,138112A,124,1473750,6
13,138112A,123,1315625,4
14,138112A,122,0,2
15,138112A,121,35625,4
16,138112A,120,771875,5
17,138112A,138,0,0
0,410765,577,973750,1124
1,410765,576,930000,66
2,410765,575,0,0
0,613.1,471,726875,74
1,613.1,470,668125,100
2,613.1,472,701250,49
3,613.1,469,646875,59
4,613.1,468,580625,47
5,613.1,467,529375,45
6,613.1,466,451250,35
7,613.1,465,394375,21
8,613.1,464,340000,25
9,613.1,473,760000,5
10,613.1,463,286250,14
11,613.1,462,259375,14
12,613.1,461,148750,7
13,613.1,460,0,0
0,232217A,600,706875,55
1,232217A,599,431875,24
2,232217A,598,321875,52
3,232217A,597,237500,34
4,232217A,596,179375,37
5,232217A,595,75625,83
6,232217A,594,40000,43
7,232217A,601,850625,25
8,232217A,602,1060000,48
9,232217A,603,1228125,59
10,232217A,604,1342500,56
0,229405A,245,2943750,207
1,229405A,244,2923750,370
2,229405A,243,0,1
3,229405A,242,0,1
0,658.1,158,5981875,536
1,658.1,159,6053750,280
2,658.1,160,11250,14
3,658.1,157,3852500,19
4,658.1,156,4806875,20
5,658.1,155,0,3
6,658.1,161,0,0
0,298.1,232,42726250,109
1,298.1,231,41084375,131
2,298.1,230,39651250,125
3,298.1,229,38025000,89
4,298.1,228,35531875,68
5,298.1,227,34751875,71
6,298.1,233,43918750,108
7,298.1,234,45014375,69
8,298.1,235,12383750,35
9,298.1,226,32101875,33
10,298.1,236,0,2
11,298.1,225,1441250,15
12,298.1,221,0,1
0,145021A,205,2826875,60
1,145021A,204,2735000,41
2,145021A,203,2668750,20
3,145021A,202,2524375,19
4,145021A,201,2438750,34
5,145021A,200,2065625,1
6,145021A,199,2110625,3
7,145021A,198,1855000,2
8,145021A,197,0,1
9,145021A,196,1756250,21
10,145021A,195,1731875,23
11,145021A,194,1511875,9
12,145021A,193,1430000,15
13,145021A,192,1331250,59
14,145021A,191,1232500,22
15,145021A,190,1110000,36
16,145021A,189,982500,1
17,145021A,206,2962500,135
18,145021A,207,2995000,126
19,145021A,208,0,0
20,145021A,209,0,1
0,142801A,39,19140625,121
1,142801A,38,18438125,69
2,142801A,37,17110625,71
3,142801A,36,16166250,103
4,142801A,35,15061875,55
5,142801A,34,13513125,54
6,142801A,33,12616250,28
7,142801A,32,10876875,12
8,142801A,31,9533125,22
9,142801A,30,8825000,31
10,142801A,29,8268750,17
11,142801A,28,7585000,6
12,142801A,27,5991250,8
13,142801A,26,0,8
14,142801A,25,5209375,15
15,142801A,24,4855000,15
16,142801A,40,0,0
0,210097,275,25343750,77
1,210097,276,25697500,123
2,210097,277,26185625,4
3,210097,278,3776250,1
4,210097,274,24679375,36
5,210097,273,24348125,69
6,210097,272,23672500,142
7,210097,271,23178750,85
8,210097,270,22515000,47
9,210097,269,21995625,22
10,210097,268,21341875,18
11,210097,267,20942500,36
12,210097,266,20507500,85
13,210097,265,19895000,43
14,210097,264,19381875,49
15,210097,263,18741250,48
16,210097,262,18435000,38
17,210097,261,17673125,20
18,210097,260,17388750,73
19,210097,259,16768125,40
20,210097,258,15951250,19
21,210097,257,15079375,6
22,210097,256,6994375,7
23,210097,255,15115000,6
24,210097,254,13216250,7
25,210097,253,13640625,25
26,210097,252,10330625,10
27,210097,251,12614375,17
28,210097,250,12059375,15
29,210097,249,11579375,16
30,210097,248,11255625,21
31,210097,247,10930625,14
32,210097,222,0,0
33,210097,192,0,0
34,210097,220,0,0
35,210097,190,0,0
0,RE750,4,35000,4
1,RE750,3,273750,2
2,RE750,5,346875,4
3,RE750,6,0,1
4,RE750,7,0,1
5,RE750,8,83125,1
6,RE750,9,408125,2
7,RE750,10,270000,1
8,RE750,11,0,1
9,RE750,12,0,1
10,RE750,13,620000,1
11,RE750,14,605000,3
12,RE750,15,111875,2
13,RE750,16,0,0
14,RE750,17,0,1
15,RE750,18,643750,1
16,RE750,19,0,1
17,RE750,20,480000,4
18,RE750,21,0,0
19,RE750,23,0,0
20,RE750,29,0,1
21,RE750,36,0,0
22,RE750,42,0,0
23,RE750,49,0,0
24,RE750,55,0,0
25,RE750,62,0,0
26,RE750,68,0,0
27,RE750,75,0,0
28,RE750,81,0,0
29,RE750,88,0,0
30,RE750,94,0,0
31,RE750,101,0,0
32,RE750,107,0,0
33,RE750,113,0,0
34,RE750,120,0,0
35,RE750,126,0,0
36,RE750,133,0,1
37,RE750,139,0,0
38,RE750,146,0,0
39,RE750,152,0,0
40,RE750,159,0,0
41,RE750,165,0,0
42,RE750,172,0,0
43,RE750,178,467500,20
44,RE750,184,661250,21
45,RE750,190,812500,44
46,RE750,191,799375,17
47,RE750,192,833125,31
48,RE750,189,681875,18
49,RE750,188,771250,34
50,RE750,187,756875,11
51,RE750,186,744375,24
52,RE750,185,695625,22
53,RE750,183,634375,42
54,RE750,182,615000,40
55,RE750,181,600000,27
56,RE750,180,521875,12
57,RE750,179,492500,29
58,RE750,177,401875,15
59,RE750,176,365625,16
60,RE750,175,148125,3
61,RE750,193,0,0
0,ODSS_57389_WSLAHD.1,59,13443125,308
1,ODSS_57389_WSLAHD.1,60,14492500,100
2,ODSS_57389_WSLAHD.1,61,0,3
3,ODSS_57389_WSLAHD.1,62,0,0
4,ODSS_57389_WSLAHD.1,58,11096875,191
5,ODSS_57389_WSLAHD.1,57,8930625,196
6,ODSS_57389_WSLAHD.1,56,6685000,150
7,ODSS_57389_WSLAHD.1,55,4726875,118
8,ODSS_57389_WSLAHD.1,54,3760000,166
9,ODSS_57389_WSLAHD.1,53,2918125,64
10,ODSS_57389_WSLAHD.1,52,2572500,15
11,ODSS_57389_WSLAHD.1,49,0,0
12,ODSS_57389_WSLAHD.1,38,0,0
13,ODSS_57389_WSLAHD.1,27,0,0
14,ODSS_57389_WSLAHD.1,16,0,0
15,ODSS_57389_WSLAHD.1,5,0,0
16,ODSS_57389_WSLAHD.1,110,0,0
17,ODSS_57389_WSLAHD.1,51,0,0
0,RE851,342,133750,224
1,RE851,341,113125,70
2,RE851,340,117500,39
3,RE851,339,117500,45
4,RE851,343,0,0
5,RE851,338,115000,29
6,RE851,337,88125,24
7,RE851,336,85625,15
8,RE851,335,56250,11
9,RE851,334,8750,4
10,RE851,333,0,5
11,RE851,332,0,1
12,RE851,331,21250,1
13,RE851,330,0,1
0,WARTOOK,438,5271875,62
1,WARTOOK,437,3190625,6
2,WARTOOK,439,6801875,211
3,WARTOOK,440,7914375,422
4,WARTOOK,441,8358125,230
5,WARTOOK,442,0,0
0,625.1,220,5277500,107
1,625.1,219,5275625,132
2,625.1,218,5245625,104
3,625.1,217,5273750,88
4,625.1,221,5299375,32
5,625.1,222,3736875,18
6,625.1,216,5256250,13
7,625.1,223,16250,1
8,625.1,224,0,0
0,136003C,94,1636250,147
1,136003C,93,1553750,305
2,136003C,92,1450625,509
3,136003C,91,1256250,100
4,136003C,90,1053750,41
5,136003C,95,0,3
6,136003C,89,905625,34
7,136003C,96,1202500,2
8,136003C,98,1589375,3
9,136003C,97,0,0
10,136003C,101,1677500,2
11,136003C,100,0,0
12,136003C,99,0,1
0,222538,1154,121381250,28
1,222538,1153,119148750,24
2,222538,1152,116786250,22
3,222538,1151,113716875,11
4,222538,1150,111895625,22
5,222538,1149,109628125,25
6,222538,1148,107073750,31
7,222538,1147,104911250,75
8,222538,1146,103131875,71
9,222538,1155,122043750,3
10,222538,1145,101285625,64
11,222538,1144,98750000,30
12,222538,1143,96243125,51
13,222538,1142,94531250,122
14,222538,1141,92535625,36
15,222538,1140,90265000,53
16,222538,1139,87658750,68
17,222538,1138,86037500,25
18,222538,1137,83825625,25
19,222538,1136,80956250,32
20,222538,1135,79045000,27
21,222538,1134,76683125,14
22,222538,1133,73903125,8
23,222538,1132,73035000,13
24,222538,1131,71106250,32
25,222538,1130,69164375,46
26,222538,1129,66996875,38
27,222538,1128,65298750,33
28,222538,1127,62889375,32
29,222538,1126,61048125,39
30,222538,1125,59193125,34
31,222538,1124,57610625,17
32,222538,1123,55415625,15
33,222538,1122,52815625,10
34,222538,1121,50690625,5
35,222538,1120,48630625,7
36,222538,1119,13737500,13
37,222538,1118,257500,7
38,222538,1117,102500,9
39,222538,1116,130000,2
0,135008A,14,956875,186
1,135008A,16,1060000,144
2,135008A,15,1020625,112
3,135008A,13,881250,112
4,135008A,12,785000,31
5,135008A,11,0,0
6,135008A,17,956250,2
7,135008A,18,241875,1
8,135008A,19,0,0
0,ODSS_21166_WSLAHD.1,191,2414375,25
1,ODSS_21166_WSLAHD.1,190,2310000,29
2,ODSS_21166_WSLAHD.1,189,2192500,37
3,ODSS_21166_WSLAHD.1,188,2096875,34
4,ODSS_21166_WSLAHD.1,187,2001250,42
5,ODSS_21166_WSLAHD.1,186,1851875,44
6,ODSS_21166_WSLAHD.1,192,2504375,28
7,ODSS_21166_WSLAHD.1,193,2578125,18
8,ODSS_21166_WSLAHD.1,194,2708750,22
9,ODSS_21166_WSLAHD.1,195,2742500,19
10,ODSS_21166_WSLAHD.1,196,2855625,10
11,ODSS_21166_WSLAHD.1,197,2952500,21
12,ODSS_21166_WSLAHD.1,198,3038750,22
13,ODSS_21166_WSLAHD.1,185,1799375,33
14,ODSS_21166_WSLAHD.1,184,1664375,28
15,ODSS_21166_WSLAHD.1,183,1626250,29
16,ODSS_21166_WSLAHD.1,182,1488125,39
17,ODSS_21166_WSLAHD.1,181,1448125,39
18,ODSS_21166_WSLAHD.1,180,1351875,21
19,ODSS_21166_WSLAHD.1,179,1286875,22
20,ODSS_21166_WSLAHD.1,178,1221875,12
21,ODSS_21166_WSLAHD.1,177,1178125,13
22,ODSS_21166_WSLAHD.1,176,13125,5
23,ODSS_21166_WSLAHD.1,199,3096875,7
24,ODSS_21166_WSLAHD.1,200,3101250,5
25,ODSS_21166_WSLAHD.1,201,3236250,7
0,629.1,1111,956875,50
1,629.1,1112,1171875,61
2,629.1,1113,1295625,47
3,629.1,1114,1485000,61
4,629.1,1115,1808750,51
5,629.1,1116,2160000,45
6,629.1,1117,2378750,35
7,629.1,1118,2511875,51
8,629.1,1119,2693125,43
9,629.1,1120,2771875,71
10,629.1,1121,0,0
11,629.1,1110,0,1
0,ROCKLANDS,184,6921875,122
1,ROCKLANDS,183,5101250,112
2,ROCKLANDS,185,8850625,43
3,ROCKLANDS,186,11643125,38
4,ROCKLANDS,187,14728750,71
5,ROCKLANDS,188,18063750,84
6,ROCKLANDS,189,24380625,99
7,ROCKLANDS,182,3356875,81
8,ROCKLANDS,190,29769375,126
9,ROCKLANDS,191,33043750,150
10,ROCKLANDS,192,37628750,12
0,421078,345,69653125,28
1,421078,344,68656875,29
2,421078,343,65486875,31
3,421078,342,63845000,76
4,421078,341,61274375,26
5,421078,340,60120000,13
6,421078,346,73378750,16
7,421078,347,75311250,24
8,421078,348,78453750,9
9,421078,349,70625,2
10,421078,350,82086875,1
11,421078,351,0,0
12,421078,320,17300625,43
13,421078,319,15287500,8
14,421078,321,19053125,61
15,421078,322,20607500,96
16,421078,323,22030000,70
17,421078,324,24433125,99
18,421078,325,25854375,136
19,421078,327,29976250,47
20,421078,328,31810625,64
21,421078,329,33879375,24
22,421078,326,27649375,69
23,421078,331,37691250,30
24,421078,332,40506250,37
25,421078,333,41506875,30
26,421078,334,42968125,17
27,421078,330,35865625,19
28,421078,318,14046875,18
29,421078,317,10246875,13
30,421078,316,9912500,4
31,421078,315,8450000,17
32,421078,314,8152500,9
33,421078,335,47390625,12
34,421078,336,51548125,8
35,421078,337,57366875,10
36,421078,338,59149375,9
37,421078,339,60686875,12
38,421078,313,0,0
0,138012A,101,121875,389
1,138012A,100,116875,419
2,138012A,99,90000,129
3,138012A,98,61250,100
4,138012A,97,48125,61
5,138012A,96,34375,17
6,138012A,95,13125,11
7,138012A,94,6250,19
8,138012A,93,0,16
0,143228A,102,523750,63
1,143228A,103,568750,28
2,143228A,104,621875,19
3,143228A,101,440625,277
4,143228A,100,395000,471
5,143228A,105,690625,22
6,143228A,106,756250,28
7,143228A,107,829375,41
8,143228A,108,874375,78
9,143228A,109,938125,150
10,143228A,110,933750,23
11,143228A,99,368125,24
0,425022,58,155346250,34
1,425022,57,150387500,54
2,425022,59,159515000,50
3,425022,60,160534375,101
4,425022,56,134869375,62
5,425022,55,77571250,45
6,425022,54,53750,204
7,425022,53,51875,355
0,422315B,470,10485625,33
1,422315B,469,9816875,22
2,422315B,468,8808125,11
3,422315B,467,7431250,7
4,422315B,466,7074375,6
5,422315B,465,6486250,43
6,422315B,464,5570000,21
7,422315B,463,5126875,41
8,422315B,462,4353750,29
9,422315B,461,3734375,44
10,422315B,460,3146875,106
11,422315B,459,2810625,134
12,422315B,458,2398750,67
13,422315B,457,1961250,45
14,422315B,456,1774375,7
15,422315B,471,11650625,9
16,422315B,472,12244375,34
17,422315B,455,0,0
0,410102,354,27412500,10
1,410102,353,26815000,18
2,410102,352,26385000,14
3,410102,351,25633125,15
4,410102,350,25285000,15
5,410102,349,24440000,9
6,410102,348,23988125,18
7,410102,347,23375000,11
8,410102,346,22683750,16
9,410102,345,21992500,20
10,410102,344,21293750,27
11,410102,343,20859375,22
12,410102,342,20383750,12
13,410102,341,19639375,20
14,410102,340,19367500,10
15,410102,339,17903750,4
16,410102,338,18283125,6
17,410102,355,28039375,12
18,410102,356,28479375,18
19,410102,357,29033125,11
20,410102,358,29610625,11
21,410102,359,30076875,14
22,410102,360,30505625,13
23,410102,361,34310625,9
24,410102,362,31504375,16
25,410102,363,32084375,9
26,410102,364,32466875,14
27,410102,365,33077500,11
28,410102,366,33390625,12
29,410102,367,33976875,14
30,410102,368,34095625,8
31,410102,369,34917500,8
32,410102,370,35032500,7
33,410102,371,35876875,15
34,410102,372,36088750,6
35,410102,373,36584375,4
36,410102,374,37233750,18
37,410102,375,37514375,6
38,410102,337,17295625,4
39,410102,336,14415625,1
40,410102,335,16372500,4
41,410102,334,15541875,5
42,410102,333,14733125,3
43,410102,332,14312500,4
44,410102,331,13991250,4
45,410102,330,13360625,4
46,410102,329,11058125,3
47,410102,328,12542500,10
48,410102,327,12093125,7
49,410102,326,0,2
50,410102,325,9414375,4
51,410102,324,10783125,2
52,410102,323,10038125,2
53,410102,322,1875,3
54,410102,321,2500,4
55,410102,320,0,0
56,410102,319,0,1
57,410102,318,0,0
58,410102,317,625,3
59,410102,316,1250,4
60,410102,315,6828750,1
61,410102,314,6665625,1
62,410102,313,0,0
63,410102,312,6249375,4
64,410102,311,0,1
65,410102,310,5486250,1
66,410102,309,0,0
67,410102,308,0,0
68,410102,307,4410000,1
69,410102,306,0,0
70,410102,305,0,0
71,410102,376,37816875,15
72,410102,377,38238750,28
73,410102,378,38241250,12
74,410102,379,38433125,7
75,410102,380,31140625,2
0,401569,301,2737500,173
1,401569,300,2508750,256
2,401569,299,2248750,150
3,401569,298,1782500,9
4,401569,302,3129375,20
5,401569,297,0,1
6,401569,303,1513125,1
7,401569,296,845000,2
0,416409A,313,15345000,114
1,416409A,312,12891875,136
2,416409A,311,10611250,142
3,416409A,310,8358125,89
4,416409A,309,6634375,54
5,416409A,308,4986875,29
6,416409A,307,3438750,31
7,416409A,314,16035625,33
8,416409A,306,18750,4
9,416409A,305,0,0
10,416409A,304,0,0
0,M309,156,1328125,325
1,M309,157,0,0
2,M309,155,1280625,96
3,M309,154,1223750,68
4,M309,153,1162500,48
5,M309,152,1063750,21
6,M309,151,1014375,17
7,M309,150,958125,20
8,M309,149,825000,7
9,M309,148,791875,7
10,M309,147,0,0
11,M309,146,0,0
0,594.1,379,745000,301
1,594.1,378,621875,12
2,594.1,380,763125,138
3,594.1,381,810000,44
4,594.1,382,0,0
0,143305A,99,39673125,171
1,143305A,98,38574375,329
2,143305A,97,34755625,86
3,143305A,96,31993750,264
4,143305A,95,27351875,9
5,143305A,94,25853125,24
6,143305A,93,23645625,27
7,143305A,92,21107500,42
8,143305A,91,16755625,279
9,143305A,101,0,0
10,143305A,100,37203125,4
11,143305A,103,0,0
12,143305A,104,0,0
13,143305A,102,0,0
0,296.1,476,343125,300
1,296.1,477,347500,125
2,296.1,475,318750,406
3,296.1,474,625,6
4,296.1,478,420625,14
5,296.1,473,0,0
6,296.1,479,231250,15
7,296.1,480,246875,6
0,416030,515,9332500,52
1,416030,514,8799375,2
2,416030,513,8677500,12
3,416030,512,8538125,5
4,416030,511,8076250,10
5,416030,510,8284375,4
6,416030,509,8217500,4
7,416030,508,7611875,2
8,416030,516,9433125,61
9,416030,507,7720000,6
10,416030,506,7561875,12
11,416030,505,7316250,14
12,416030,504,7161875,74
13,416030,503,7035625,33
14,416030,502,7021250,12
15,416030,501,6826250,23
16,416030,500,6613125,8
17,416030,499,6586250,4
18,416030,498,6623125,3
19,416030,497,6093125,4
20,416030,496,5989375,4
21,416030,495,5595000,2
22,416030,494,5642500,19
23,416030,493,5288125,11
24,416030,492,5145000,13
25,416030,491,4885625,10
26,416030,490,4961250,24
27,416030,489,4863125,17
28,416030,488,4732500,7
